DOMInventory,,,,,,,,,,
PartNumber,OnlineStoreIdentifier,PhysicalStoreIdentifier,InventoryStatus,AvailableQuantity,AvailableQuantityUOM,AvailabilityTime,AvailabilityOffset,LastUpdate,ContextStoreIdentifier,Delete
FSC039_3910030,,,AVL,2200,C62,,,,,
FSC039_3910031,,,AVL,2500,C62,,,,,
FSC039_3910032,,,AVL,2500,C62,,,,,
FSC039_3910033,,,AVL,2900,C62,,,,,
FSC039_3910034,,,AVL,1100,C62,,,,,
FSC039_3910035,,,AVL,1500,C62,,,,,
FSC039_3910036,,,AVL,1400,C62,,,,,
FSC039_3910037,,,AVL,1500,C62,,,,,
FSC039_3910038,,,AVL,2700,C62,,,,,
FSC039_3910039,,,AVL,2500,C62,,,,,
FSC039_3910040,,,AVL,2600,C62,,,,,
FSC039_3910041,,,AVL,3000,C62,,,,,
FSC039_3910042,,,AVL,1800,C62,,,,,
FSC039_3910043,,,AVL,1600,C62,,,,,
FSC039_3910044,,,AVL,2600,C62,,,,,
FSC039_3910045,,,AVL,1900,C62,,,,,
FSC039_3910046,,,AVL,2200,C62,,,,,
FSC039_3910047,,,AVL,1100,C62,,,,,
FSC039_3910048,,,AVL,2000,C62,,,,,
LA042_420101,,,AVL,2200,C62,,,,,
LA042_420102,,,AVL,1400,C62,,,,,
LA042_420103,,,AVL,1200,C62,,,,,
LA042_420104,,,AVL,2000,C62,,,,,
LA042_420105,,,AVL,1900,C62,,,,,
LA042_420106,,,AVL,3000,C62,,,,,
LA042_420107,,,AVL,1000,C62,,,,,
LA042_420108,,,AVL,2800,C62,,,,,
LA042_420201,,,AVL,1100,C62,,,,,
LA042_420202,,,AVL,1500,C62,,,,,
LA042_420301,,,AVL,1300,C62,,,,,
LA042_420302,,,AVL,2000,C62,,,,,
LA042_420303,,,AVL,1200,C62,,,,,
LA042_420304,,,AVL,2900,C62,,,,,
LA042_420305,,,AVL,1200,C62,,,,,
LA042_420306,,,AVL,1200,C62,,,,,
LA042_420307,,,AVL,1800,C62,,,,,
LA042_420308,,,AVL,1600,C62,,,,,
LA042_420309,,,AVL,1600,C62,,,,,
LA042_4203010,,,AVL,2600,C62,,,,,
LA042_4203011,,,AVL,2500,C62,,,,,
LA042_4203012,,,AVL,1400,C62,,,,,
LA042_4203013,,,AVL,2000,C62,,,,,
LA042_4203014,,,AVL,1000,C62,,,,,
LA042_4203015,,,AVL,2000,C62,,,,,
LA042_4203016,,,AVL,3000,C62,,,,,
LA042_420401,,,AVL,1400,C62,,,,,
LA042_420501,,,AVL,2500,C62,,,,,
LA042_420502,,,AVL,2900,C62,,,,,
LA042_420503,,,AVL,1500,C62,,,,,
LA042_420504,,,AVL,2900,C62,,,,,
LA042_420601,,,AVL,2400,C62,,,,,
LA042_420602,,,AVL,1500,C62,,,,,
LA042_420603,,,AVL,2500,C62,,,,,
LA042_420604,,,AVL,2600,C62,,,,,
LA042_420701,,,AVL,1400,C62,,,,,
LA042_420702,,,AVL,2500,C62,,,,,
LA042_420703,,,AVL,2700,C62,,,,,
LA042_420704,,,AVL,1300,C62,,,,,
LA042_420705,,,AVL,1300,C62,,,,,
LA042_420706,,,AVL,1600,C62,,,,,
LA042_420707,,,AVL,2400,C62,,,,,
LA042_420708,,,AVL,2400,C62,,,,,
LA042_420901,,,AVL,1000,C62,,,,,
LA042_420902,,,AVL,2400,C62,,,,,
LA042_420903,,,AVL,2200,C62,,,,,
LA042_420904,,,AVL,1300,C62,,,,,
LA042_420905,,,AVL,2600,C62,,,,,
LA042_420906,,,AVL,1700,C62,,,,,
LA042_420907,,,AVL,2300,C62,,,,,
LA042_420908,,,AVL,1600,C62,,,,,
LA042_420909,,,AVL,1300,C62,,,,,
LA042_4209010,,,AVL,1300,C62,,,,,
LA042_4209011,,,AVL,2400,C62,,,,,
LA042_4209012,,,AVL,2400,C62,,,,,
LA042_4209013,,,AVL,1100,C62,,,,,
LA042_4209014,,,AVL,2500,C62,,,,,
LA042_4209015,,,AVL,2300,C62,,,,,
LA042_4209016,,,AVL,1100,C62,,,,,
LA042_4209017,,,AVL,2300,C62,,,,,
LA042_4209018,,,AVL,2000,C62,,,,,
LA042_421001,,,AVL,2500,C62,,,,,
LA042_421002,,,AVL,2300,C62,,,,,
MAC013_1333,,,AVL,2500,C62,,,,,
HTA029_2932,,,AVL,2400,C62,,,,,
